Archivo,Número de puntos,Dimensiones,Tamaño de solución,LRC,Valor Objetivo,Iteraciones,Puntos de solución,Tiempo de Ejecución
"max_div_15_2.txt",50,15,2,5,5,79.129530,50,6 8 3 0 5 ,0.002285
"max_div_30_3.txt",10,30,3,2,2,13.073737,10,16 6 ,0.000218
"max_div_30_3.txt",20,30,3,2,2,13.073737,20,16 6 ,0.000403
"max_div_30_3.txt",30,30,3,2,2,13.073737,30,16 6 ,0.000566
"max_div_30_3.txt",40,30,3,2,2,13.073737,40,16 6 ,0.000751
"max_div_30_3.txt",50,30,3,2,2,13.073737,50,16 6 ,0.000910
"max_div_30_3.txt",10,30,3,2,3,13.073737,10,6 16 ,0.000219
"max_div_30_3.txt",20,30,3,2,3,13.073737,20,16 6 ,0.000404
"max_div_30_3.txt",30,30,3,2,3,13.073737,30,16 6 ,0.000573
"max_div_30_3.txt",40,30,3,2,3,13.073737,40,6 16 ,0.000761
"max_div_30_3.txt",50,30,3,2,3,13.073737,50,16 6 ,0.000911
"max_div_30_3.txt",10,30,3,2,4,13.073737,10,16 6 ,0.000215
"max_div_30_3.txt",20,30,3,2,4,13.073737,20,6 16 ,0.000395
"max_div_30_3.txt",30,30,3,2,4,13.073737,30,16 6 ,0.000586
"max_div_30_3.txt",40,30,3,2,4,13.073737,40,6 16 ,0.000763
"max_div_30_3.txt",50,30,3,2,4,13.073737,50,16 6 ,0.000933
"max_div_30_3.txt",10,30,3,2,5,13.073737,10,16 6 ,0.000215
"max_div_30_3.txt",20,30,3,2,5,13.073737,20,6 16 ,0.000391
"max_div_30_3.txt",30,30,3,2,5,13.073737,30,16 6 ,0.000581
"max_div_30_3.txt",40,30,3,2,5,13.073737,40,16 6 ,0.000776
"max_div_30_3.txt",50,30,3,2,5,13.073737,50,16 6 ,0.000937
"max_div_30_3.txt",10,30,3,3,2,34.290529,10,16 5 23 ,0.000325
"max_div_30_3.txt",20,30,3,3,2,34.290529,20,16 5 23 ,0.000617
"max_div_30_3.txt",30,30,3,3,2,34.290529,30,16 5 23 ,0.000902
"max_div_30_3.txt",40,30,3,3,2,34.290529,40,16 5 23 ,0.001162
"max_div_30_3.txt",50,30,3,3,2,34.290529,50,16 5 23 ,0.001465
"max_div_30_3.txt",10,30,3,3,3,34.290529,10,16 5 23 ,0.000325
"max_div_30_3.txt",20,30,3,3,3,34.290529,20,16 5 23 ,0.000620
"max_div_30_3.txt",30,30,3,3,3,34.290529,30,23 16 5 ,0.000899
"max_div_30_3.txt",40,30,3,3,3,34.290529,40,16 5 23 ,0.001175
"max_div_30_3.txt",50,30,3,3,3,34.290529,50,16 5 23 ,0.001466
"max_div_30_3.txt",10,30,3,3,4,34.290529,10,23 16 5 ,0.000326
"max_div_30_3.txt",20,30,3,3,4,34.290529,20,23 16 5 ,0.000625
"max_div_30_3.txt",30,30,3,3,4,34.290529,30,5 23 16 ,0.000914
"max_div_30_3.txt",40,30,3,3,4,34.290529,40,23 5 16 ,0.001855
"max_div_30_3.txt",50,30,3,3,4,34.290529,50,23 16 5 ,0.002522
"max_div_30_3.txt",10,30,3,3,5,34.290529,10,16 23 5 ,0.000476
"max_div_30_3.txt",20,30,3,3,5,34.290529,20,23 16 5 ,0.001108
"max_div_30_3.txt",30,30,3,3,5,34.290529,30,16 5 23 ,0.001594
"max_div_30_3.txt",40,30,3,3,5,34.290529,40,5 23 16 ,0.002246
"max_div_30_3.txt",50,30,3,3,5,34.290529,50,16 23 5 ,0.002608
"max_div_30_3.txt",10,30,3,4,2,63.701960,10,16 5 23 13 ,0.000759
"max_div_30_3.txt",20,30,3,4,2,63.701960,20,16 5 23 13 ,0.001608
"max_div_30_3.txt",30,30,3,4,2,63.701960,30,16 5 23 13 ,0.002273
"max_div_30_3.txt",40,30,3,4,2,63.701960,40,16 5 23 13 ,0.003226
"max_div_30_3.txt",50,30,3,4,2,63.701960,50,16 5 23 13 ,0.006043
"max_div_30_3.txt",10,30,3,4,3,63.701960,10,16 13 23 5 ,0.000789
"max_div_30_3.txt",20,30,3,4,3,63.701960,20,16 13 23 5 ,0.001529
"max_div_30_3.txt",30,30,3,4,3,63.701960,30,16 5 23 13 ,0.002272
"max_div_30_3.txt",40,30,3,4,3,63.701960,40,16 13 23 5 ,0.003097
"max_div_30_3.txt",50,30,3,4,3,63.701960,50,16 13 23 5 ,0.006063
"max_div_30_3.txt",10,30,3,4,4,63.701960,10,5 23 13 16 ,0.000815
"max_div_30_3.txt",20,30,3,4,4,63.701960,20,13 16 5 23 ,0.001632
"max_div_30_3.txt",30,30,3,4,4,63.701960,30,16 13 23 5 ,0.002410
"max_div_30_3.txt",40,30,3,4,4,63.701960,40,16 13 23 5 ,0.007218
"max_div_30_3.txt",50,30,3,4,4,63.701960,50,16 5 23 13 ,0.006130
"max_div_30_3.txt",10,30,3,4,5,63.701960,10,5 23 13 16 ,0.001265
"max_div_30_3.txt",20,30,3,4,5,63.701960,20,5 23 13 16 ,0.001599
"max_div_30_3.txt",30,30,3,4,5,63.701960,30,16 13 23 5 ,0.002605
"max_div_30_3.txt",40,30,3,4,5,63.701960,40,23 16 13 5 ,0.003506
"max_div_30_3.txt",50,30,3,4,5,63.701960,50,5 23 13 16 ,0.004018
"max_div_30_3.txt",10,30,3,5,2,99.592041,10,23 13 16 5 14 ,0.001399
"max_div_30_3.txt",20,30,3,5,2,99.592041,20,16 5 23 13 14 ,0.002318
"max_div_30_3.txt",30,30,3,5,2,99.592041,30,16 5 23 13 14 ,0.003316
"max_div_30_3.txt",40,30,3,5,2,99.592041,40,16 5 23 13 14 ,0.007109
"max_div_30_3.txt",50,30,3,5,2,99.592041,50,16 5 23 13 14 ,0.008098
"max_div_30_3.txt",10,30,3,5,3,99.592041,10,16 5 14 13 23 ,0.001610
"max_div_30_3.txt",20,30,3,5,3,99.592041,20,16 5 23 13 14 ,0.002414
"max_div_30_3.txt",30,30,3,5,3,99.592041,30,16 13 23 5 14 ,0.004776
"max_div_30_3.txt",40,30,3,5,3,99.592041,40,16 5 23 13 14 ,0.004725
"max_div_30_3.txt",50,30,3,5,3,99.592041,50,16 13 23 5 14 ,0.006366
"max_div_30_3.txt",10,30,3,5,4,99.592041,10,16 5 13 23 14 ,0.001140
"max_div_30_3.txt",20,30,3,5,4,99.592041,20,16 5 23 13 14 ,0.004348
"max_div_30_3.txt",30,30,3,5,4,99.592041,30,16 13 14 23 5 ,0.003640
"max_div_30_3.txt",40,30,3,5,4,99.592041,40,16 5 23 13 14 ,0.004317
"max_div_30_3.txt",50,30,3,5,4,99.592041,50,16 13 14 23 5 ,0.006299
"max_div_30_3.txt",10,30,3,5,5,99.592041,10,13 14 23 16 5 ,0.001156
"max_div_30_3.txt",20,30,3,5,5,99.592041,20,16 5 23 13 14 ,0.002255
"max_div_30_3.txt",30,30,3,5,5,99.592041,30,16 14 13 5 23 ,0.003107
"max_div_30_3.txt",40,30,3,5,5,99.592041,40,16 13 23 5 14 ,0.004505
"max_div_30_3.txt",50,30,3,5,5,99.592041,50,16 13 23 5 14 ,0.006276
"max_div_20_2.txt",10,20,2,2,2,8.510329,10,17 18 ,0.000162
"max_div_20_2.txt",20,20,2,2,2,8.510329,20,17 18 ,0.000294
"max_div_20_2.txt",30,20,2,2,2,8.510329,30,17 18 ,0.000437
"max_div_20_2.txt",40,20,2,2,2,8.510329,40,17 18 ,0.000774
"max_div_20_2.txt",50,20,2,2,2,8.510329,50,17 18 ,0.000859
"max_div_20_2.txt",10,20,2,2,3,8.510329,10,18 17 ,0.000163
"max_div_20_2.txt",20,20,2,2,3,8.510329,20,17 18 ,0.000273
"max_div_20_2.txt",30,20,2,2,3,8.510329,30,18 17 ,0.000461
"max_div_20_2.txt",40,20,2,2,3,8.510329,40,18 17 ,0.000766
"max_div_20_2.txt",50,20,2,2,3,8.510329,50,18 17 ,0.001053
"max_div_20_2.txt",10,20,2,2,4,8.510329,10,17 18 ,0.000218
"max_div_20_2.txt",20,20,2,2,4,8.510329,20,17 18 ,0.000438
"max_div_20_2.txt",30,20,2,2,4,8.510329,30,17 18 ,0.000536
"max_div_20_2.txt",40,20,2,2,4,8.510329,40,18 17 ,0.000518
"max_div_20_2.txt",50,20,2,2,4,8.510329,50,18 17 ,0.000644
"max_div_20_2.txt",10,20,2,2,5,8.510329,10,18 17 ,0.000153
"max_div_20_2.txt",20,20,2,2,5,8.510329,20,17 18 ,0.000274
"max_div_20_2.txt",30,20,2,2,5,8.510329,30,18 17 ,0.000399
"max_div_20_2.txt",40,20,2,2,5,8.510329,40,18 17 ,0.000506
"max_div_20_2.txt",50,20,2,2,5,8.510329,50,17 18 ,0.000641
"max_div_20_2.txt",10,20,2,3,2,21.996086,10,17 8 18 ,0.000237
"max_div_20_2.txt",20,20,2,3,2,21.996086,20,17 8 18 ,0.000413
"max_div_20_2.txt",30,20,2,3,2,21.996086,30,18 8 17 ,0.000607
"max_div_20_2.txt",40,20,2,3,2,21.996086,40,18 8 17 ,0.000794
"max_div_20_2.txt",50,20,2,3,2,21.996086,50,18 8 17 ,0.000966
"max_div_20_2.txt",10,20,2,3,3,21.996086,10,18 8 17 ,0.000233
"max_div_20_2.txt",20,20,2,3,3,21.996086,20,18 17 8 ,0.000412
"max_div_20_2.txt",30,20,2,3,3,21.996086,30,18 17 8 ,0.000601
"max_div_20_2.txt",40,20,2,3,3,21.996086,40,18 8 17 ,0.000793
"max_div_20_2.txt",50,20,2,3,3,21.996086,50,18 8 17 ,0.000956
"max_div_20_2.txt",10,20,2,3,4,21.996086,10,17 8 18 ,0.000280
"max_div_20_2.txt",20,20,2,3,4,21.996086,20,18 8 17 ,0.000417
"max_div_20_2.txt",30,20,2,3,4,21.996086,30,8 18 17 ,0.000620
"max_div_20_2.txt",40,20,2,3,4,21.996086,40,18 8 17 ,0.000814
"max_div_20_2.txt",50,20,2,3,4,21.996086,50,18 8 17 ,0.000965
"max_div_20_2.txt",10,20,2,3,5,21.996086,10,8 18 17 ,0.000230
"max_div_20_2.txt",20,20,2,3,5,21.996086,20,18 8 17 ,0.000411
"max_div_20_2.txt",30,20,2,3,5,21.996086,30,18 8 17 ,0.000609
"max_div_20_2.txt",40,20,2,3,5,21.996086,40,18 17 8 ,0.000810
"max_div_20_2.txt",50,20,2,3,5,21.996086,50,8 18 17 ,0.000971
"max_div_20_2.txt",10,20,2,4,2,40.002258,10,1 8 18 2 ,0.000296
"max_div_20_2.txt",20,20,2,4,2,40.002258,20,2 18 8 1 ,0.000590
"max_div_20_2.txt",30,20,2,4,2,40.002258,30,2 18 8 1 ,0.000842
"max_div_20_2.txt",40,20,2,4,2,40.002258,40,2 18 8 1 ,0.001131
"max_div_20_2.txt",50,20,2,4,2,40.002258,50,2 18 8 1 ,0.001377
"max_div_20_2.txt",10,20,2,4,3,40.002258,10,1 8 18 2 ,0.000311
"max_div_20_2.txt",20,20,2,4,3,40.002258,20,18 2 1 8 ,0.000579
"max_div_20_2.txt",30,20,2,4,3,40.002258,30,18 2 8 1 ,0.000850
"max_div_20_2.txt",40,20,2,4,3,40.002258,40,18 2 1 8 ,0.001103
"max_div_20_2.txt",50,20,2,4,3,40.002258,50,2 18 1 8 ,0.001372
"max_div_20_2.txt",10,20,2,4,4,40.002258,10,2 18 8 1 ,0.000309
"max_div_20_2.txt",20,20,2,4,4,40.002258,20,2 18 8 1 ,0.000572
"max_div_20_2.txt",30,20,2,4,4,40.002258,30,2 18 8 1 ,0.000855
"max_div_20_2.txt",40,20,2,4,4,40.002258,40,2 18 1 8 ,0.001126
"max_div_20_2.txt",50,20,2,4,4,40.002258,50,18 2 1 8 ,0.001372
"max_div_20_2.txt",10,20,2,4,5,40.002258,10,8 18 2 1 ,0.000310
"max_div_20_2.txt",20,20,2,4,5,40.002258,20,2 18 1 8 ,0.000577
"max_div_20_2.txt",30,20,2,4,5,40.002258,30,18 2 8 1 ,0.000858
"max_div_20_2.txt",40,20,2,4,5,40.002258,40,2 18 8 1 ,0.001093
"max_div_20_2.txt",50,20,2,4,5,40.002258,50,18 2 8 1 ,0.001379
"max_div_20_2.txt",10,20,2,5,2,63.651679,10,17 18 1 13 8 ,0.000409
"max_div_20_2.txt",20,20,2,5,2,63.651679,20,13 8 17 18 1 ,0.000791
"max_div_20_2.txt",30,20,2,5,2,63.651679,30,17 1 18 13 8 ,0.001141
"max_div_20_2.txt",40,20,2,5,2,63.651679,40,17 1 18 13 8 ,0.001512
"max_div_20_2.txt",50,20,2,5,2,63.651679,50,17 1 18 13 8 ,0.001874
"max_div_20_2.txt",10,20,2,5,3,63.651679,10,17 18 1 13 8 ,0.000400
"max_div_20_2.txt",20,20,2,5,3,63.651679,20,17 18 1 8 13 ,0.000766
"max_div_20_2.txt",30,20,2,5,3,63.651679,30,17 1 18 13 8 ,0.001106
"max_div_20_2.txt",40,20,2,5,3,63.651679,40,13 1 17 8 18 ,0.001475
"max_div_20_2.txt",50,20,2,5,3,63.651679,50,17 18 1 13 8 ,0.001870
"max_div_20_2.txt",10,20,2,5,4,63.651679,10,17 8 1 13 18 ,0.000406
"max_div_20_2.txt",20,20,2,5,4,63.651679,20,17 18 1 8 13 ,0.000781
"max_div_20_2.txt",30,20,2,5,4,63.651679,30,17 8 13 1 18 ,0.001105
"max_div_20_2.txt",40,20,2,5,4,63.651679,40,13 8 18 1 17 ,0.001469
"max_div_20_2.txt",50,20,2,5,4,63.651679,50,17 8 13 18 1 ,0.001831
"max_div_20_2.txt",10,20,2,5,5,63.651679,10,17 18 1 13 8 ,0.000401
"max_div_20_2.txt",20,20,2,5,5,63.651679,20,8 13 17 18 1 ,0.000789
"max_div_20_2.txt",30,20,2,5,5,63.651679,30,17 18 1 13 8 ,0.001126
"max_div_20_2.txt",40,20,2,5,5,63.651679,40,17 1 18 8 13 ,0.001526
"max_div_20_2.txt",50,20,2,5,5,63.651679,50,17 13 18 1 8 ,0.001839
